,Diario,Titular,Pos,Neg,Neu,Extensión,Link,Fecha,Autor,Recogido,Obj_link
0,Público,Elecciones en Madrid Encuesta: ¿Ha hecho bien Pablo Iglesias en abandonar el debate en la Cadena SER tras las provocaciones de Vox?,0.0070649557746946,0.9229809045791626,0.0699540600180625,22,https://www.publico.es//politica/elecciones-madrid-encuesta-hecho-pablo-iglesias-abandonar-debate-cadena-provocaciones-vox.html,2021-02-22,[],03-05-21,<diario.Link object at 0x169fc5f28>
1,Público,"Elecciones Madrid Ayuso sitúa a Iglesias como rival a batir: ""Madrid no puede convertirse en Caracas""",0.019935131072998,0.7776743769645691,0.2023904770612716,16,https://www.publico.es//politica/elecciones-madrid-ayuso-situa-iglesias-rival-batir-madrid-no-convertirse-caracas.html,2021-03-15,[],03-05-21,<diario.Link object at 0x16960ff98>
2,El Mundo,El 4 de mayo no habrá clase en los colegios de Madrid por las elecciones,0.0073415744118392,0.8773099780082703,0.1153484582901001,15,https://www.elmundo.es/madrid/2021/03/17/6051f8e4fdddff01728b45b2.html,2021-03-17,['Kiko Huesca'],21-04-21,
3,Público,"Eutanasia Ángel Hernández: ""La lucha y el dolor de mi mujer fueron un revulsivo para aprobar la ley de eutanasia""",0.3773009181022644,0.2387480586767196,0.3839510083198547,20,https://www.publico.es//sociedad/angel-hernandez-ley-eutanasia.html,2021-03-18,[],03-05-21,<diario.Link object at 0x169617c88>
4,Público,"Elecciones en Madrid El PSOE denuncia a Ayuso ante la Junta Electoral ""por utilizar recursos públicos con fines electoralistas""",0.004523258190602,0.9746442437171936,0.0208324529230594,19,https://www.publico.es//politica/psoe-denuncia-ayuso-junta-electoral-utilizar-recursos-publicos-fines-electoralistas.html,2021-03-22,[],03-05-21,<diario.Link object at 0x16960f630>
5,Público,"Elecciones Madrid: Gabilondo rechaza pactar con Podemos tras las elecciones y tiende la mano a Más Madrid y Cs: ""Con este Iglesias, no""",0.0032305931672453,0.977042555809021,0.0197268091142177,23,https://www.publico.es//directos/elecciones-mocion-censura-castilla-leon-madrid.html,2021-03-22,[],03-05-21,<diario.Link object at 0x16960f550>
6,Público,Elecciones en Madrid Edmundo Bal gana las primarias y será el candidato de Ciudadanos en Madrid,0.09925127774477,0.0761646479368209,0.8245840072631836,16,https://www.publico.es//politica/elecciones-madrid-edmundo-bal-gana-primarias-sera-candidato-ciudadanos-madrid.html,2021-03-22,[],03-05-21,<diario.Link object at 0x16960fe48>
7,Público,"Elecciones Madrid: Iglesias: ""Es importante generar un ambiente de movilización para lograr un Gobierno decente en Madrid""",0.2029969841241836,0.0721195265650749,0.7248834371566772,17,https://www.publico.es//politica/elecciones-madrid-iglesias-importante-generar-ambiente-movilizacion-lograr-gobierno-decente-madrid.html,2021-03-22,[],03-05-21,<diario.Link object at 0x16960fcf8>
8,Público,"PP Casado gira su discurso y vuelve a hablar de ""inseguridad ciudadana, inmigración ilegal, ETA y cultura de la vida""",0.0062630884349346,0.9444642663002014,0.0492726005613803,20,https://www.publico.es//politica/pp-casado-gira-discurso-vuelve-hablar-inseguridad-ciudadana-inmigracion-ilegal-eta-cultura-vida.html,2021-03-23,[],03-05-21,<diario.Link object at 0x16960f2e8>
9,Público,"Podemos advierte a Gabilondo de que ""no le quedará otra"" que pactar con Iglesias para echar a Ayuso de Madrid",0.0070778140798211,0.9456924796104432,0.0472297295928001,20,https://www.publico.es//directos/elecciones-madrid-catalunya-mocion-censura.html,2021-03-23,[],03-05-21,<diario.Link object at 0x16960fcc0>
10,Público,"Sesión de control al Gobierno Sánchez reconoce que ""no es razonable"" el turismo internacional en España",0.002291913377121,0.9927279949188232,0.0049801068380475,16,https://www.publico.es//politica/sesion-control-gobierno-sanchez-reconoce-no-razonable-turismo-internacional-espana.html,2021-03-24,[],03-05-21,<diario.Link object at 0x16960fa20>
11,Público,Elecciones 4M Toni Cantó formará parte de la lista de Ayuso como independiente,0.0166390724480152,0.0987026020884513,0.8846583366394043,13,https://www.publico.es//politica/toni-canto-formara-parte-lista-ayuso-independiente.html,2021-03-24,[],03-05-21,<diario.Link object at 0x14e794240>
12,Público,"Casado acusa a Sánchez de ""disparar"" al PP con mociones y el presidente replica: ""Da pena verlo liderado por usted""",0.0019974894821643,0.9914177656173706,0.0065846941433846,20,https://www.publico.es//directos/elecciones-madrid-directo-ultimas-noticias-precampana-candidatos-lista-s4m.html,2021-03-24,[],03-05-21,<diario.Link object at 0x14e794828>
13,Público,Elecciones en la Comunidad de Madrid: La imposición de listas y mensajes desde Moncloa para el 4-M provoca un creciente malestar en el PSOE de Madrid,0.0020720830652862,0.992260754108429,0.0056671779602766,26,https://www.publico.es//politica/elecciones-comunidad-madrid-imposicion-listas-mensajes-moncloa-4-m-provoca-creciente-malestar-psoe-madrid.html,2021-03-24,[],03-05-21,<diario.Link object at 0x14e794438>
17,Público,Elecciones Madrid La Junta Provincial estima que Iglesias y Ayuso infringieron la ley electoral,0.0038605295121669,0.9806859493255616,0.015453609637916,14,https://www.publico.es//politica/elecciones-madrid-junta-electoral-estima-iglesias-ayuso-incurrieron-infraccion-ley-electoral.html,2021-03-25,[],03-05-21,<diario.Link object at 0x14e794748>
16,Público,Cantó pide aglutinar el voto en torno a Ayuso y dice que su puesto en la lista está aún por definir,0.0080959731712937,0.854569673538208,0.137334331870079,21,https://www.publico.es//directos/elecciones-madrid-directo-ultimas-noticias-precampana-electoral-4-mayo.html,2021-03-25,[],03-05-21,<diario.Link object at 0x14e794780>
15,Público,Ayuso busca encaje a Toni Cantó tras anunciar a Génova su fichaje,0.1560036540031433,0.3322487473487854,0.5117475390434265,12,https://www.publico.es//politica/ayuso-busca-encaje-toni-canto-anunciar-genova-fichaje.html,2021-03-25,[],03-05-21,<diario.Link object at 0x14e7946d8>
14,Público,Elecciones en Madrid Toni Cantó afirma que está empadronado en Madrid y la Junta Electoral decidirá si puede ser candidato,0.0190440267324447,0.0338778235018253,0.9470781087875366,20,https://www.publico.es//politica/toni-canto-afirma-empadronado-madrid-junta-electoral-decidira-candidato.html,2021-03-25,[],03-05-21,<diario.Link object at 0x14e7945c0>
18,Público,"El PP niega transfuguismo en Murcia y acusa a Sánchez, Iglesias y Arrimadas de ""embarrar""",0.0107469810172915,0.6832751035690308,0.3059779405593872,15,https://www.publico.es//directos/elecciones-madrid-directo-ultima-hora-precampana-electoral-4-mayo.html,2021-03-26,[],03-05-21,<diario.Link object at 0x14e794400>
19,ABC,Elecciones Madrid El 25 de abril último día para votar por correo en las elecciones del 4 de mayo,0.0265481919050216,0.0496176145970821,0.923834264278412,19,https://www.abc.es/espana/madrid/abci-elecciones-madrid-4-mayo-hasta-cuando-se-puede-votar-por-correo-nsv-202103261311_noticia.html,2021-03-26,[],23-04-21,
20,Público,Elecciones Madrid Toni Cantó ocupa el quinto puesto de la lista de Ayuso para las elecciones,0.1340123564004898,0.1187939718365669,0.7471937537193298,16,https://www.publico.es//politica/elecciones-madrid-toni-canto-ocupa-quinto-puesto-lista-ayuso-elecciones.html,2021-03-26,[],03-05-21,<diario.Link object at 0x14e794630>
21,ABC,Elecciones Madrid El 24 de abril último día para votar por correo en las elecciones del 4 de mayo,0.028316706418991,0.0515573173761367,0.9201259613037108,19,https://www.abc.es/espana/madrid/abci-elecciones-madrid-4-mayo-hasta-cuando-se-puede-votar-por-correo-nsv-202103261311_noticia.html,2021-03-26,[],22-04-21,
22,Público,Tránsfugas Ciudadanos Los exdiputados de Ciudadanos Sergio Brabezo y Marta Barbán irán en la lista electoral de Ayuso el 4M,0.0191953051835298,0.2191380113363266,0.7616667151451111,20,https://www.publico.es//politica/exdiputados-ciudadanos-sergio-brabezo-y.html,2021-03-27,[],03-05-21,<diario.Link object at 0x14e7a1ba8>
23,Público,"Unidas Podemos Madrid Iglesias ficha para su candidatura a Agustín Moreno, histórico sindicalista de CCOO y activista de la Marea Verde",0.0393237099051475,0.5297357439994812,0.430940568447113,21,https://www.publico.es//politica/unidas-madrid-iglesias-ficha-candidatura-agustin-moreno-historico-sindicalista-ccoo-activista-marea-verde.html,2021-03-28,[],03-05-21,<diario.Link object at 0x14e7a1320>
24,Público,"Elecciones Madrid Pablo Iglesias ficha para su candidatura a Serigne Mbayé, del Sindicato de Manteros",0.0177938099950552,0.8018670082092285,0.1803392320871353,15,https://www.publico.es//politica/serigne-mbaye-sindicato-manteros-candidato-unidas-elecciones-madrid.html,2021-03-29,[],03-05-21,<diario.Link object at 0x14e7a1d68>
25,ABC,Cómo solicitar el voto por correo 'online' para las elecciones de Madrid,0.0099960388615727,0.0163148008286952,0.973689079284668,12,https://www.abc.es/espana/madrid/abci-como-solicitar-voto-correo-online-elecciones-madrid-4-mayo-nsv-202103301235_noticia.html,2021-03-30,[],23-04-21,
26,Público,Sanidad y las regiones crearán una mesa técnica para tratar de modificar la ley que endurece el uso de la mascarilla,0.02748185954988,0.1116618663072586,0.860856294631958,21,https://www.publico.es//directos/coronavirus-politica-catalunya-madrid.html,2021-03-31,[],03-05-21,<diario.Link object at 0x14e7a1208>
27,Público,"Pablo Iglesias Iglesias: ""Yolanda, Ione e Irene tienen formas más amables que las mías, pero igual alguno me echa de menos en las negociaciones""",0.1828685849905014,0.046775285154581,0.7703561186790466,24,https://www.publico.es//politica/pablo-iglesias-iglesias-yolanda-ione-e-irene-formas-amables-igual-me-echa-negociaciones.html,2021-03-31,[],03-05-21,<diario.Link object at 0x14e7a1588>
28,Público,Denuncias PP Madrid El PP acusa a Podemos de contratar publicidad en Facebook antes de la campaña y lo denuncia ante la Junta Electoral,0.002465495839715,0.9856253266334534,0.0119091486558318,24,https://www.publico.es//politica/denuncias-pp-madrid-pp-acusa-contratar-publicidad-facebook-campana-denuncia-junta-electoral.html,2021-04-03,[],03-05-21,<diario.Link object at 0x14e7a1a58>
33,Público,España recibe este lunes 1.200.000 dosis de vacunas de Pfizer contra la covid-19,0.047992780804634,0.3351403474807739,0.6168668866157532,13,https://www.publico.es//directos/coronavirus-directo-espana-pandemia-vacunacion-elecciones-madrid.html,2021-04-05,[],03-05-21,<diario.Link object at 0x16962ffd0>
31,Público,Elecciones Madrid La Junta Electoral Provincial aprueba la lista de Ayuso con Cantó y Conde,0.0304856430739164,0.0779612958431243,0.8915529847145081,15,https://www.publico.es//politica/elecciones-madrid-junta-electoral-provincial-aprueba-lista-ayuso-canto-conde.html,2021-04-05,[],03-05-21,<diario.Link object at 0x16962fe10>
32,Público,"Isabel Díaz Ayuso carga contra Pedro Sánchez: ""El PSOE es un refugio de golpistas""",0.0060454797931015,0.9636890888214112,0.0302654039114713,14,https://www.publico.es//external/210405141510-publico-isabel-diaz-ayuso-carga-pedro-sanchez-psoe-refugio-golpistas-947016.html,2021-04-05,[],03-05-21,<diario.Link object at 0x16962feb8>
29,Público,"Cs abre expediente de expulsión a Cantó, doce días después de irse con Ayuso",0.0038956156931817,0.9785096049308776,0.0175948124378919,14,https://www.publico.es//directos/directo-elecciones-madrid-ayuso-pablo-iglesias-cs-gabilondo.html,2021-04-05,[],03-05-21,<diario.Link object at 0x14e7942b0>
30,Público,Elecciones Madrid Ayuso esquiva la tutela de Génova y diseña una campaña centrada en su figura,0.0948444157838821,0.3514645397663116,0.553691029548645,16,https://www.publico.es//politica/ayuso-esquiva-tutela-genova-disena-campana-centrada-figura.html,2021-04-05,[],03-05-21,<diario.Link object at 0x16962fcf8>
34,Público,Transporte en Madrid Iglesias propone rebajar el abono de transporte un 75% a los jóvenes y otros colectivos vulnerables,0.0132383340969681,0.77946937084198,0.2072923183441162,19,https://www.publico.es//politica/transporte-madrid-metro-iglesias-propone-rebajar-abono-transporte-75-jovenes-otros-colectivos-vulnerables.html,2021-04-07,[],03-05-21,<diario.Link object at 0x16962ff98>
35,Público,El Gobierno y las comunidades tratan este miércoles de modular la obligatoriedad de la mascarilla en todos los espacios al aire libre,0.0266422778367996,0.1934694051742553,0.7798882722854614,22,https://www.publico.es//directos/politica-pandemia-directo-ultimas-noticias-coronavirus-elecciones-madrid.html,2021-04-07,[],03-05-21,<diario.Link object at 0x14e7943c8>
36,Público,"Elecciones en Madrid La izquierda se une contra Vox y pide ""no caer en provocaciones"" en su acto en Vallecas",0.010947611182928,0.8905040621757507,0.098548337817192,20,https://www.publico.es//politica/elecciones-madrid-izquierda-une-vox-pide-no-caer-provocaciones-acto-vallecas.html,2021-04-07,[],03-05-21,<diario.Link object at 0x14e7a13c8>
37,Público,Tensión en los minutos previos al mitin de Vox en Vallecas,0.0021205560769885,0.9815410375595092,0.0163384210318326,11,https://www.publico.es//external/210407193237-publico-tension-minutos-previos-al-mitin-vox-vallecas-947393.html,2021-04-07,[],03-05-21,<diario.Link object at 0x16962fc18>
38,Público,"Ni distancia social, ni permiso para un mitin: Vox se saltó las leyes en Vallecas",0.001439978252165,0.9961524605751038,0.0024075768887996,15,https://www.publico.es//politica/distancia-social-permiso-mitin-vox-salto-leyes-vallecas.html,2021-04-08,[],03-05-21,<diario.Link object at 0x16962ff28>
39,Público,Elecciones Madrid La Junta Electoral pide al PSOE la retirada del cartel de Gabilondo en Callao,0.00795011036098,0.8501466512680054,0.1419031769037246,16,https://www.publico.es//politica/elecciones-madrid-junta-electoral-pide-psoe-retirada-cartel-gabilondo-callao.html,2021-04-09,[],03-05-21,<diario.Link object at 0x14e7a1dd8>
41,Público,Elecciones Madrid La Junta Electoral de Madrid obliga al PSOE y a UP la retirada de las fotos de sus candidatos en los folletos,0.0024789695162326,0.9785389304161072,0.0189821347594261,24,https://www.publico.es//politica/elecciones-madrid-junta-electoral-madrid-obliga-psoe-up-retirada-fotos-candidatos-folletos.html,2021-04-10,[],03-05-21,<diario.Link object at 0x14e794710>
40,Público,Voto rogado Menos del 5% de los electores residentes en el extranjero han rogado el voto para las elecciones madrileñas,0.0185501761734485,0.30929896235466,0.6721508502960205,20,https://www.publico.es//politica/menos-del-electores-residentes-extranjero-rogado-voto-elecciones-madrilenas.html,2021-04-10,[],03-05-21,<diario.Link object at 0x14e7a1358>
53,El Español,Última hora | Abascal apremia a Ayuso a aclarar si quiere gobernar con Vox o con el PSOE,0.0352234765887259,0.4001623690128326,0.5646141767501831,18,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,[],22-04-21,
54,El Español,"Última hora | Podemos lanza un vídeo de 6 minutos, centrado en la corrupción, como resumen de 26 años del PP de Madrid",0.2767018377780914,0.1690559834241867,0.5542421340942383,23,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,['Enrique Lavilla'],21-04-21,
55,El Español,"Última hora | Arrimadas, ""convencida"" de que Cs gobernará en Madrid pese a los datos del CIS",0.0069704335182905,0.7916465997695923,0.2013829052448272,17,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,[],22-04-21,
48,El Español,"Última hora | Errejón: ""Renfe no debería haber aceptado nunca el cartel de Vox""",0.0016414900310337,0.9920272231101992,0.0063313846476376,14,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,[],23-04-21,
57,Público,Elecciones en Madrid Telemadrid propone el debate a seis el 21 de abril en sus estudios de Ciudad de la Imagen,0.0217697266489267,0.1551466286182403,0.8230835795402527,21,https://www.publico.es//politica/elecciones-madrid-telemadrid-propone-debate-seis-21-abril-estudios-ciudad-imagen.html,2021-04-12,[],03-05-21,<diario.Link object at 0x16962fd30>
58,El Español,"Última hora | Yolanda Díaz defiende el 1 de mayo como respuesta ""rotunda"" a la crisis",0.0256212521344423,0.5649629831314087,0.4094157218933105,16,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,"['Enrique Falcón', 'Sara De Diego']",01-05-21,<diario.Link object at 0x7f3f73f55e90>
52,El Español,Última hora | Vox se presenta como acusación particular en el caso de las amenazas de Iglesias,0.0198100283741951,0.6655828952789307,0.3146070837974548,17,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,[],23-04-21,
56,El Español,Última hora | Madrid vive su jornada de reflexión antes de las elecciones del 4-M,0.127669870853424,0.2007412761449813,0.6715888381004333,15,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,"['Daniel Ramírez', 'Alberto D. Prieto', 'Laura M. Mateo']",03-05-21,<diario.Link object at 0x7f9a6484a990>
51,El Español,"Última hora | Ayuso llama en el acto de la CAM a defender ""la misma causa"" que en 1808: ""España y la libertad""",0.1116908416152,0.2430683672428131,0.6452407836914062,23,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,[],02-05-21,<diario.Link object at 0x7f78fcfa67d0>
47,El Español,"Última hora | Llegó el 4-M: más de 5,1 millones de madrileños llamados a las urnas",0.0365472473204135,0.0469625368714332,0.9164901971817015,16,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,"['Daniel Ramírez', 'Alberto D. Prieto', 'Laura M. Mateo']",04-05-21,<diario.Link object at 0x7f67afe12410>
49,El Español,Última hora | Más Madrid despliega lona en Gran Vía con Mónica García y Ayuso para mostrar sus diferencias,0.0421155765652656,0.3559677898883819,0.6019166707992554,19,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,[],30-04-21,<diario.Link object at 0x7f20a50d3310>
46,El Español,"Última hora | Ayuso reprocha a Cs que ""ahora mire mal a Vox"" tras gobernar gracias a su apoyo",0.0034185696858912,0.9834618568420408,0.0131196472793817,19,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,['Sara De Diego'],24-04-21,
45,El Español,Última hora | El Ayuntamiento de Madrid suspenderá el SER durante la jornada electoral,0.0212269928306341,0.2709692418575287,0.7078037261962891,14,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,"['Enrique Falcón', 'Sara De Diego']",02-05-21,<diario.Link object at 0x7fd5e26743d0>
44,El Español,Última hora | La Fiscalía insiste a la juez en la retirada del cartel de Vox contra los 'mena',0.0134594840928912,0.8907781839370728,0.0957623347640037,19,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,['A. L.'],26-04-21,
43,El Español,"Última hora | Vara, contrario a abandonar los debates: ""Hay que combatir con la palabra""",0.0201880484819412,0.6133140921592712,0.3664978742599487,15,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,['Sara De Diego'],25-04-21,
42,El Español,"Última hora | Iglesias lleva a la Fiscalía el cartel de Vox, que ""recuerda a propaganda nazi""",0.006184799131006,0.9328728318214417,0.0609423555433749,17,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,['Enrique Lavilla'],21-04-21,
50,El Español,Última hora | Siga en directo el debate electoral del 4-M,0.2696308195590973,0.042129561305046,0.6882396340370178,11,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,[],21-04-21,
2110,El Español,"Última hora 4-M | Sánchez y Casado creen que estas elecciones son ""un punto de inflexión"" para España",0.8104647994041443,0.04087395220994949,0.14866125583648682,18,https://www.elespanol.com/espana/madrid/20210412/ultima-hora-elecciones-madrid-directo/573292667_10.html,2021-04-12,[],04-05-21,<diario.Link object at 0x7f204de43250>
62,Público,Reforma fiscal Podemos plantea una reforma fiscal en Madrid para recaudar 3.350 millones más con medidas dirigidas a grandes fortunas,0.0133505016565322,0.7930108308792114,0.1936387121677398,20,https://www.publico.es//politica/reforma-fiscal-plantea-reforma-fiscal-madrid-recaudar-3350-millones-medidas-dirigidas-grandes-fortunas.html,2021-04-13,[],03-05-21,<diario.Link object at 0x14e7a1080>
59,Público,4M La Sexta adelanta al 26 de abril su propuesta de debate electoral con los candidatos de la Comunidad de Madrid,0.0181740056723356,0.0540962442755699,0.9277297258377076,21,https://www.publico.es//politica/4m-sexta-adelanta-26-abril-propuesta-debate-electoral-candidatos-comunidad-madrid.html,2021-04-13,[],03-05-21,<diario.Link object at 0x14e7a1710>
60,Público,El PP lleva la campaña electoral al Senado,0.0771042108535766,0.0657866299152374,0.8571091890335083,8,https://www.publico.es//external/210413171309-publico-pp-lleva-campana-electoral-al-senado-948192.html,2021-04-13,[],03-05-21,<diario.Link object at 0x16961e7f0>
61,Público,Reforma fiscal Sánchez defiende que su reforma fiscal no contradice a Gabilondo en Madrid,0.0132785616442561,0.6945704817771912,0.2921509742736816,14,https://www.publico.es//politica/reforma-fiscal-sanchez-defiende-reforma-fiscal-no-contradice-gabilondo-madrid.html,2021-04-13,[],03-05-21,<diario.Link object at 0x14e7a1198>
67,Público,Elecciones en Madrid El posible pacto de Ayuso con Vox tras el 4M rompe con la estrategia de Casado,0.0059018670581281,0.9491567015647888,0.0449415072798728,19,https://www.publico.es//politica/posible-pacto-ayuso-vox-4m.html,2021-04-14,[],03-05-21,<diario.Link object at 0x14e7b1f60>
66,Público,Elecciones en Madrid La Fiscalía pide al Constitucional que mantenga a Cantó y a Conde fuera de la lista del PP,0.0020827939733862,0.989700436592102,0.0082167042419314,21,https://www.publico.es//politica/elecciones-madrid-fiscalia-pide-constitucional-mantenga-canto-conde-fuera-lista-pp.html,2021-04-14,[],03-05-21,<diario.Link object at 0x14e7a10b8>
68,El País,"Fotos: Las elecciones autonómicas en Madrid desde 1983, en imágenes",0.1017288938164711,0.0782057791948318,0.8200653195381165,10,https://elpais.com/elpais/2021/04/14/album/1618400108_354774.html,2021-04-14,"['Anabel Serrano', 'Gema García', 'Raúl Cancio', 'Chema Conesa', 'Marisa Flórez', 'Gorka Lejarcegi', 'Cristóbal Manuel', 'Ricardo Gutiérrez', 'Santi Burgos', 'Bernardo Pérez']",03-05-21,<diario.Link object at 0x7f9a66630250>
64,Público,Ludopatía Más Madrid acusa a Almeida y Ayuso de no haber hecho nada en un año para limitar el crecimiento de locales de apuestas,0.002077963668853,0.9918261766433716,0.0060958513058722,24,https://www.publico.es//politica/ludopatia-madrid-acusa-almeida-ayuso-no-haber-hecho-ano-limitar-crecimiento-locales-apuestas.html,2021-04-14,[],03-05-21,<diario.Link object at 0x14e7b14a8>
63,ABC,¿Hasta cuándo se puede votar por correo en las elecciones de Madrid?,0.0115073258057236,0.3546580076217651,0.6338346600532532,12,https://www.abc.es/espana/madrid/abci-hasta-cuando-votar-correo-elecciones-madrid-nsv-202104141052_noticia.html,2021-04-14,[],22-04-21,
65,Público,RTVE celebrará el último debate de las elecciones del 4M el 29 de abril,0.0270163770765066,0.2817299664020538,0.691253662109375,14,https://www.publico.es//actualidad/rtve-celebrara-debate-elecciones-del.html,2021-04-14,[],03-05-21,<diario.Link object at 0x14e7b1518>
78,El Mundo,Un Tribunal Constitucional dividido deja a Toni Cantó fuera de las listas del PP para las elecciones de Madrid,0.002575455000624,0.9804497957229614,0.0169747825711965,19,https://www.elmundo.es/elecciones/elecciones-madrid/2021/04/15/60783f9bfc6c839b518b45f0.html,2021-04-15,['Ángela Martialay'],21-04-21,
76,ABC,Elecciones Madrid Más Madrid propone un plan de rescate de 2.500 millones en los primeros 100 días de gobierno,0.0605436079204082,0.2091220617294311,0.7303343415260315,19,https://www.abc.es/espana/madrid/abci-elecciones-madrid-mas-madrid-propone-plan-rescate-2500-millones-primeros-100-dias-gobierno-202104151122_noticia.html,2021-04-15,[],21-04-21,
75,ABC,Elecciones Madrid Ayuso cede y elige Telemadrid para su único debate electoral en la campaña del 4-M,0.0633787289261818,0.3510513007640838,0.5855699777603149,17,https://www.abc.es/espana/madrid/abci-elecciones-madrid-ayuso-cede-y-elige-telemadrid-para-unico-debate-electoral-campana-202104152358_noticia.html,2021-04-15,[],21-04-21,
74,El Mundo,Así fue la tensa deliberación en el Constitucional que dejó a Toni Cantó fuera de las listas del PP,0.0015929721994325,0.9944381713867188,0.0039688283577561,19,https://www.elmundo.es/elecciones/elecciones-madrid/2021/04/15/60787c1afc6c83e0418b4608.html,2021-04-15,['Ángela Martialay'],21-04-21,
77,El Mundo,17 ideas para el Hospital Isabel Zendal después de las urnas y el Covid,0.0579922050237655,0.0409969836473465,0.901010811328888,14,https://www.elmundo.es/elecciones/elecciones-madrid/2021/04/15/60787f32fdddff8b6c8b465b.html,2021-04-15,"['Alberto Di Lolli', 'Rafael J. Álvarez']",21-04-21,
72,El Mundo,La Policía audita sus 'errores' en el mitin de Vox en Vallecas y replantea sus planes de seguridad para la campaña del 4-M,0.0055089807137846,0.908693253993988,0.0857977792620658,23,https://www.elmundo.es/espana/2021/04/15/607803e521efa0aa0c8b45f0.html,2021-04-15,"['Javier Barbancho', 'Fernando Lázaro']",21-04-21,
71,El Mundo,Santiago Abascal aprovecha un mitin en Leganés para subir la intensidad crítica contra Pablo Casado,0.0263291243463754,0.6748327612876892,0.2988380789756775,15,https://www.elmundo.es/elecciones/elecciones-madrid/2021/04/15/607894a0fc6c83c26b8b4680.html,2021-04-15,"['Javier Barbancho', 'Fernando Lázaro']",21-04-21,
70,El Mundo,Gabilondo promete abrir los centros de salud para vacunar los siete días de la semana y presentar un proyecto de presupuestos en tres meses,0.1554730385541916,0.0710563585162162,0.7734705209732056,24,https://www.elmundo.es/madrid/2021/04/15/607828ef21efa09c318b45bc.html,2021-04-15,['Luis Ángel Sanz'],21-04-21,
69,El Mundo,Hackeo a Más Madrid: desvían 8.000 euros a una cuenta de Podemos,0.0048592528328299,0.9491344690322876,0.0460063070058822,12,https://www.elmundo.es/elecciones/elecciones-madrid/2021/04/15/6077cfca21efa0923a8b45ef.html,2021-04-15,"['David Fernández', 'El Mundo']",21-04-21,
73,Público,Elecciones en Madrid Programa del PSOE para las elecciones de Madrid del 4-M,0.0634720697999,0.4336205720901489,0.5029072761535645,13,https://www.publico.es//politica/elecciones-madrid-programa-psoe-elecciones-madrid-4-m.html,2021-04-15,[],03-05-21,<diario.Link object at 0x14e7b1e80>
90,El Español,"Vox se querella contra Marlaska: ""Hubo un dispositivo defectuoso intencionado"" en Vallecas",0.0050202901475131,0.94071763753891,0.0542620345950126,12,https://www.elespanol.com/espana/madrid/20210416/vox-querella-marlaska-dispositivo-defectuoso-intencionado-vallecas/574193263_0.html,2021-04-16,[],21-04-21,
97,El Mundo,Vox se querella contra Marlaska por las agresiones en el mitin de Vallecas,0.0171210207045078,0.794119119644165,0.1887599676847458,13,https://www.elmundo.es/espana/2021/04/16/60797289fdddffc7728b4627.html,2021-04-16,['Fernando Lázaro'],21-04-21,
96,El Mundo,Reyes Maroto sería la vicepresidenta económica del Gobierno de Ángel Gabilondo en Madrid,0.038791287690401,0.3167012631893158,0.6445075273513794,13,https://www.elmundo.es/elecciones/elecciones-madrid/2021/04/16/60793116fc6c837c698b4584.html,2021-04-16,['Luis Ángel Sanz'],21-04-21,
95,ABC,Mercamadrid recibe con aplausos a Ayuso: «La gente quiere trabajar»,0.4204881489276886,0.1348005533218383,0.4447112679481506,10,https://www.abc.es/espana/madrid/abci-mercamadrid-recibe-aplausos-ayuso-gente-quiere-trabajar-202104162104_video.html,2021-04-16,[],21-04-21,
94,ABC,Casado llama a combatir el «virus del populismo» con la defensa de la libertad,0.0880089551210403,0.3688342571258545,0.5431567430496216,14,https://www.abc.es/espana/abci-casado-llama-combatir-virus-populismo-defensa-libertad-202104161317_noticia.html,2021-04-16,[],21-04-21,
