,Diario,Titular,Pos,Neg,Neu,Extensión,Link,Fecha,Autor,Recogido,Obj_link
1104,El Español,"Ayuso no hará cordones contra Vox y descarta pactar con el PSOE: ""Son el desastre y la calamidad""",0.0020900792442262,0.9930509328842164,0.0048589799553155,18,https://www.elespanol.com/espana/madrid/20210427/ayuso-no-cordones-vox-descarta-psoe-calamidad/576942560_0.html,2021-04-27,[],27-04-21,
1103,ABC,Madrid fulmina a la izquierda,0.0045548132620751,0.9802087545394896,0.0152364652603864,5,https://www.abc.es/opinion/abci-editorial-abc-madrid-fulmina-izquierda-202104272336_noticia.html,2021-04-27,[],28-04-21,
1102,El País,Ayuso dobla sus resultados de 2019 pero necesita a Vox para gobernar,0.008393507450819,0.8729333281517029,0.1186732202768325,12,https://elpais.com/espana/elecciones-madrid/2021-04-27/ayuso-dobla-sus-resultados-de-2019-pero-necesita-a-vox-para-gobernar.html,2021-04-27,['Natalia Junquera'],27-04-21,
1101,La Razón,Ìglesias mete a la Corona en campaña por no condenar la “violencia fascista”,0.0031538547482341,0.9889065027236938,0.0079397242516279,13,https://www.larazon.es/espana/20210427/qwltt4cqrbbk5bwiq6cypughnm.html,2021-04-27,"['Rocío Esteban', 'Última Actualización.']",27-04-21,
1100,La Razón,Cinco millones de mascarillas y 55.000 litros de gel hidroalcohólico para votar seguros,0.2196319997310638,0.1026601344347,0.6777079105377197,13,https://www.larazon.es/madrid/elecciones-comunidad-madrid/20210427/hbzurgj3uzgtbod4gghrfnnh5i.html,2021-04-27,"['Rafael Fernández', 'Última Actualización.']",27-04-21,
1099,eldiario.es,"Iglesias: ""El fascismo y los discursos del odio son un mecanismo para que no cambien las cosas""",0.0020293400157243,0.988101840019226,0.0098689207807183,17,https://www.eldiario.es/politica/iglesias-fascismo-discursos-odio-son-mecanismo-no-cambien-cosas_128_7874688.html,2021-04-27,"['Esther Palomera', 'Raúl Sánchez', 'Ana Ordaz', 'Victòria Oliveres', 'Canarias Ahora', 'Eldiario.Es', 'Pedro Águeda', 'Fátima Caballero', 'Jordi Gracia']",28-04-21,
1098,La Razón,Iglesias mete a la Corona en campaña por no condenar la “violencia fascista”,0.0035500540398061,0.9837074875831604,0.0127425091341137,13,https://www.larazon.es/espana/20210427/qwltt4cqrbbk5bwiq6cypughnm.html,2021-04-27,"['Rocío Esteban', 'Última Actualización.']",28-04-21,
1097,eldiario.es,Mónica García acelera: la jornada de la candidata que pisa los talones al PSOE,0.1260545253753662,0.4285670816898346,0.4453783631324768,14,https://www.eldiario.es/madrid/efecto-monica-garcia-jornada-candidata-crece-encuestas_1_7873199.html,2021-04-27,"['Sofía Pérez Mendoza', 'Más Madrid', 'Raúl Sánchez', 'Ana Ordaz', 'Victòria Oliveres', 'Canarias Ahora', 'Eldiario.Es', 'Pedro Águeda', 'Fátima Caballero', 'Jordi Gracia']",28-04-21,
1096,El Confidencial,El Gobierno se pliega a la campaña del PSOE y usa las amenazas para alentar un veto a Vox,0.0027781627140939,0.9896246790885924,0.0075971428304909,19,https://www.elconfidencial.com/espana/2021-04-27/el-gobierno-se-pliega-a-la-campana-del-psoe-y-pide-condenar-las-amenazas_3052408/,2021-04-27,['I. Gil'],27-04-21,
1095,El Español,"Pablo Iglesias afea que la Casa Real ""no haya condenado"" las amenazas de muerte recibidas",0.0027744839899241,0.9777880311012268,0.0194373819977045,15,https://www.elespanol.com/espana/madrid/20210427/pablo-iglesias-casa-real-no-condenado-muerte/576943355_0.html,2021-04-27,['E. E.'],27-04-21,
1094,La Razón,Los madrileños solo aprueban a Ayuso,0.0027565106283873,0.9644400477409364,0.0328034684062004,6,https://www.larazon.es/espana/20210427/fjm6gggecjfandmu5hzftb6asa.html,2021-04-27,"['A. Rojo', 'Última Actualización.']",28-04-21,
1092,La Razón,"La amenaza que recibió una candidata de Vox el mismo día que Pablo Iglesias: “Nazi, te vamos a reventar”",0.0029585638549178,0.9901177287101746,0.0069237235002219,19,https://www.larazon.es/espana/20210427/3lrzpijpsnbgbf5s3inu6utvju.html,2021-04-27,"['C. S.', 'Última Actualización.']",28-04-21,
1091,ABC,La izquierda se divide sobre la conveniencia de explotar las amenazas como munición para el 4-M,0.0187855307012796,0.1571764200925827,0.8240380883216858,16,https://www.abc.es/espana/abci-izquierda-divide-sobre-conveniencia-explotar-amenazas-como-municion-para-202104271251_noticia.html,2021-04-27,[],28-04-21,
1090,ABC,El «doble rasero» del PSOE para condenar la violencia crispa Cibeles,0.0024643149226903,0.9911585450172424,0.0063770688138902,11,https://www.abc.es/espana/madrid/abci-doble-rasero-psoe-para-condenar-violencia-crispa-cibeles-202104280103_noticia.html,2021-04-27,[],28-04-21,
1089,ABC,"Abascal: «La violencia no le conviene a Vox, beneficia a la izquierda, por eso la perpetra»",0.0025359818246215,0.9856528043746948,0.0118112405762076,16,https://www.abc.es/espana/abci-abascal-violencia-no-conviene-beneficia-izquierda-perpetra-202104271346_noticia.html,2021-04-27,[],28-04-21,
1088,La Razón,Rebelión en el Palace ante un ERE masivo,0.0028589542489498,0.9889317750930786,0.0082093132659792,8,https://www.larazon.es/economia/20210427/fisroi5hrbfjrjozburtiw5gkm.html,2021-04-27,"['H. Montero', 'Última Actualización.']",28-04-21,
1087,El Confidencial,"Sánchez, Iglesias y los demás candidatos condenan la carta con balas dirigida a Ayuso",0.008160512894392,0.8825891017913818,0.1092503517866134,14,https://www.elconfidencial.com/espana/madrid/2021-04-27/garcia-condena-carta-balas-ayuso_3053491/,2021-04-27,[],28-04-21,
1086,La Razón,Comicios en Madrid: 7.700 policías y guardias civiles velarán por la seguridad el 4-M,0.0957579687237739,0.0916503742337226,0.8125916719436646,14,https://www.larazon.es/madrid/elecciones-comunidad-madrid/20210427/yj6oyqi3ebhlpozovp44z6ynba.html,2021-04-27,"['Rafael Fernández', 'Última Actualización.']",27-04-21,
1085,El Confidencial,Ayuso sale indemne de la ofensiva de la izquierda y ve más cerca la mayoría absoluta,0.0910103693604469,0.1612463295459747,0.7477432489395142,16,https://www.elconfidencial.com/espana/madrid/2021-04-27/ayuso-indemne-ofensiva-izquierda-mayoria-absoluta_3053084/,2021-04-27,['Paloma Esteban'],28-04-21,
1084,La Razón,ERC y JxCat se reparten el poder del Govern en una cumbre en prisión,0.0193248149007558,0.7225213646888733,0.2581538558006286,14,https://www.larazon.es/cataluna/20210427/vuqujdc6rfglrivpg65m4s6pcq.html,2021-04-27,"['Cristina Rubio', 'Última Actualización.']",28-04-21,
1083,eldiario.es,"Pablo Iglesias: ""El fascismo y los discursos del odio son un mecanismo para que no cambien las cosas""",0.0016387426294386,0.9913572072982788,0.0070039480924606,18,https://www.eldiario.es/politica/iglesias-fascismo-discursos-odio-son-mecanismo-no-cambien-cosas_128_7874688.html,2021-04-27,"['Esther Palomera', 'Marta Jara', 'Raúl Sánchez', 'Ana Ordaz', 'Victòria Oliveres', 'Canarias Ahora', 'Carlos Del Castillo', 'Pedro Águeda', 'Jordi Gracia']",28-04-21,
1082,ABC,Cuánto tiempo de permiso de trabajo retribuido tengo para votar en las elecciones de Madrid,0.01010422129184,0.5058214068412781,0.4840743839740753,15,https://www.abc.es/espana/madrid/abci-cuanto-tiempo-permiso-retribuido-tengo-elecciones-madrid-nsv-202104280104_noticia.html,2021-04-27,[],30-04-21,<diario.Link object at 0x7f20b4393f50>
1081,ABC,"La violencia, rechazo y aprovechamiento",0.0023676194250583,0.9932816028594972,0.0043508289381861,5,https://www.abc.es/espana/madrid/abci-jesus-nieto-jurado-violencia-rechazo-y-aprovechamiento-202104280104_noticia.html,2021-04-27,[],28-04-21,
1079,El Español,3 escoltas por candidato en Madrid: Interior destina una veintena de policías al subir la tensión por el 4-M,0.0165905300527811,0.6572440266609192,0.3261654078960418,19,https://www.elespanol.com/espana/20210427/escoltas-candidato-madrid-interior-destina-veintena-policias/576943445_0.html,2021-04-27,[],27-04-21,
1048,El Español,"Mónica García culpa a PP y Vox del ""clima"" de la campaña: ""Hay que seguir la línea de puntos""",0.0022165440022945,0.9600932002067566,0.0376901403069496,19,https://www.elespanol.com/espana/madrid/20210427/monica-garcia-pp-vox-campana-seguir-puntos/576942580_0.html,2021-04-27,[],27-04-21,
1056,El Mundo,"Almeida acusa a PSOE de ""legitimar los ataques a Vox"" y los socialistas responden que ""siempre"" han condenado la violencia",0.0028146253898739,0.9665781259536744,0.0306072887033224,20,https://www.elmundo.es/elecciones/elecciones-madrid/2021/04/27/608827a1fdddff03778b464b.html,2021-04-27,"['Fernando Alvarado', 'Luis Ángel Sanz']",28-04-21,
1046,El Mundo,"Isabel Díaz Ayuso reta a Ángel Gabilondo: ""Si tanto quiere el PSOE que no salga Vox pues que me vote a mí""",0.0244521126151084,0.6480283737182617,0.3275194764137268,22,https://www.elmundo.es/elecciones/elecciones-madrid/2021/04/27/6087e0aa21efa0fb7f8b4656.html,2021-04-27,['Marta Belver'],27-04-21,
1014,El Español,Amar Madrid,0.1714389771223068,0.1246719509363174,0.7038890719413757,2,https://www.elespanol.com/opinion/columnas/20210427/amar-madrid/576822317_13.html,2021-04-27,"['María Blanco', 'Ángel F. Fermoselle', 'Aurora Nacarino-Brabo', 'David Mejía']",27-04-21,
1013,El Mundo,"Almeida acusa a PSOE y Más Madrid de ""legitimar los ataques a Vox"" mientras ""revientan la campaña"" con ""un clima de confrontación""",0.0060114706866443,0.9421039819717408,0.0518844909965992,22,https://www.elmundo.es/elecciones/elecciones-madrid/2021/04/27/608827a1fdddff03778b464b.html,2021-04-27,"['Fernando Alvarado', 'Luis Ángel Sanz']",27-04-21,
1012,La Razón,Europa se blinda frente a la variante india de la covid mientras España espera,0.0111146736890077,0.3903039693832397,0.5985813140869141,14,https://www.larazon.es/sociedad/20210427/fmwuf7fofrao7n336clfz5vazm.html,2021-04-27,"['Marta De Andrés', 'Última Actualización.']",27-04-21,
1011,El Español,Ayuso se niega a entrar en la campaña extremista y apela a la concordia: “No hago circos”,0.0138181308284401,0.8856052756309509,0.1005765572190284,17,https://www.elespanol.com/espana/politica/20210427/ayuso-entrar-campana-extremista-concordia-no-circos/576693840_0.html,2021-04-27,[],27-04-21,
1010,ABC,Cuánto tiempo de permiso retribuido tengo para votar en las elecciones de Madrid,0.0110672926530241,0.3750258088111877,0.6139068603515625,13,https://www.abc.es/espana/madrid/abci-cuanto-tiempo-permiso-retribuido-tengo-elecciones-madrid-nsv-202104280104_noticia.html,2021-04-27,[],28-04-21,
1009,El Mundo,"El Gobierno secunda la campaña del PSOE exigiendo un ""cordón sanitario"" a Vox",0.0229872167110443,0.4574462175369262,0.519566535949707,13,https://www.elmundo.es/elecciones/elecciones-madrid/2021/04/27/6087ff6921efa015328b45a9.html,2021-04-27,"['Jc Hidalgo', 'Raúl Piña']",27-04-21,
1008,El País,Cazar votos en territorio comanche,0.0219431351870298,0.285074919462204,0.6929818987846375,5,https://elpais.com/espana/elecciones-madrid/2021-04-27/cazar-votos-en-territorio-comanche.html,2021-04-27,['Luis De Vega'],27-04-21,
1007,El País,Félix de Azúa: ‘Sostenella’,0.0615615211427211,0.0655969977378845,0.872841477394104,4,https://elpais.com/espana/elecciones-madrid/2021-04-27/sostenella.html,2021-04-27,"['Félix De Azúa', 'Alejandro Martínez Vélez', 'Europa Press']",27-04-21,
1006,ABC,Víctor Píriz Maya: Libertad,0.700690507888794,0.0192845035344362,0.2800249755382538,4,https://www.abc.es/opinion/abci-victor-piriz-maya-libertad-202104271306_noticia.html,2021-04-27,[],27-04-21,
1005,El Español,La amenaza fiscal de la izquierda: 1.066 euros por cabeza,0.0039335452020168,0.9828420281410216,0.0132244611158967,10,https://www.elespanol.com/invertia/opinion/20210427/amenaza-fiscal-izquierda-euros-cabeza/576812316_12.html,2021-04-27,"['María Blanco', 'Ángel F. Fermoselle', 'Aurora Nacarino-Brabo', 'David Mejía', 'Eurico Campano']",27-04-21,
1004,El Español,Ni siquiera la agresividad de Vox sirve para dar un vuelco a la izquierda a la campaña,0.0025415846612304,0.9837028980255128,0.0137554621323943,17,https://www.elespanol.com/espana/20210427/siquiera-agresividad-vox-sirve-vuelco-izquierda-campana/576812322_12.html,2021-04-27,"['María Blanco', 'Ángel F. Fermoselle', 'Aurora Nacarino-Brabo', 'David Mejía']",27-04-21,
1003,El Español,"La izquierda se aferra a la ""amenaza fascista"" pese a que el cuchillo a Maroto lo envió un esquizofrénico",0.0165289174765348,0.2383814454078674,0.7450897097587585,19,https://www.elespanol.com/espana/20210427/izquierda-aferra-amenaza-fascista-cuchillo-maroto-trastornado/576693860_0.html,2021-04-27,[],27-04-21,
1002,La Razón,Un diputado de EH Bildu revela que recibió una carta de El Escorial con una cinta de Agatha Christie,0.0133700305595994,0.7505331635475159,0.2360967695713043,19,https://www.larazon.es/espana/20210427/nk5iqiszgvat3d2nmy6pwnsv24.html,2021-04-27,"['C. S.', 'Última Actualización.']",27-04-21,
1001,La Razón,"Así es la decana que canceló el acto de Leopoldo López: alfombra al hijo pródigo Iglesias, veto al antichavismo",0.0040312423370778,0.9588399529457092,0.0371287576854229,19,https://www.larazon.es/madrid/20210427/6n4zfgmmyfcu3ey2aetchhypya.html,2021-04-27,"['Pablo Gómez', 'Última Actualización.']",27-04-21,
1000,El País,Correos interviene una carta con dos proyectiles dirigida a Ayuso en Sant Cugat,0.0080392193049192,0.8603177070617676,0.1316431015729904,13,https://elpais.com/espana/catalunya/2021-04-27/correos-interviene-una-carta-con-dos-proyectiles-dirigida-a-ayuso-en-sant-cugat.html,2021-04-27,"['Rebeca Carranco', 'Alberto Ortega', 'Europa Press']",28-04-21,
998,El País,Cuaderno de declaraciones | 27 de abril,0.0414480380713939,0.088747352361679,0.8698046207427979,7,https://elpais.com/espana/elecciones-madrid/2021-04-27/cuaderno-de-declaraciones-27-de-abril.html,2021-04-27,"['El País', 'Fernando Hernández']",27-04-21,
997,El País,‘Madrid is different’,0.0599370785057544,0.0456939041614532,0.8943690061569214,3,https://elpais.com/espana/elecciones-madrid/2021-04-27/madrid-is-different.html,2021-04-27,"['David Trueba', 'David G. Folgueiras']",27-04-21,
996,El País,Podcast ‘La batalla por Madrid’ | Ep. 7: En el epicentro de la salud pública,0.1342397183179855,0.2661102712154388,0.599649965763092,15,https://elpais.com/espana/elecciones-madrid/2021-04-27/podcast-la-batalla-por-madrid-ep-7-en-el-epicentro-de-la-salud-publica.html,2021-04-27,"['Montserrat Domínguez', 'José Juan Morales', 'Isabel Valdés']",27-04-21,
995,La Razón,Moreno descarta adelanto electoral en Andalucía tras las elecciones del 4-M,0.0238873958587646,0.5675088167190552,0.4086037278175354,11,https://www.larazon.es/espana/20210427/n4oscjlxljcqvpo5nj6gbygb4u.html,2021-04-27,"['Carmen Morodo', 'Última Actualización.']",27-04-21,
994,ABC,Encuesta Elecciones Madrid Ayuso supera a las tres izquierdas juntas y consolida la mayoría con Vox,0.5695211887359619,0.0674016028642654,0.3630772233009338,16,https://www.abc.es/espana/abci-ayuso-supera-tres-izquierdas-juntas-y-consolida-mayoria-202104272330_noticia.html,2021-04-27,[],28-04-21,
993,El País,Madrid: unas autonómicas disfrazadas de generales,0.0119304545223712,0.6743645668029785,0.3137050867080688,6,https://elpais.com/espana/elecciones-madrid/2021-04-27/autonomicas-disfrazadas-de-generales.html,2021-04-27,"['Andrés Medina', 'Víctor Sainz']",27-04-21,
992,El País,“En democracia no hay nada tan grave como para irse de un debate”,0.0233178474009037,0.4111499488353729,0.5655322670936584,13,https://elpais.com/espana/elecciones-madrid/2021-04-27/en-democracia-no-hay-nada-tan-grave-como-para-irse-de-un-debate.html,2021-04-27,"['Luis Gómez', 'Elsa García De Blas', 'Carlos Rosillo']",27-04-21,
991,La Razón,Rocío Monasterio carga contra Reyes Maroto: “Ha sido tremendamente imprudente al atacar a Vox”,0.0039547132328152,0.97808575630188,0.0179595779627561,14,https://www.larazon.es/madrid/elecciones-comunidad-madrid/20210427/w6u4sb7tkbh6jeh4ik2rxq5wye.html,2021-04-27,"['Rafael Fernández', 'Última Actualización.']",27-04-21,
990,El País,Mónica García rentabiliza el debate fallido de la SER,0.0273525584489107,0.6548069715499878,0.3178405165672302,9,https://elpais.com/espana/elecciones-madrid/2021-04-27/monica-garcia-rentabiliza-el-debate-fallido-de-la-ser.html,2021-04-27,"['Natalia Junquera', 'Foto', 'Andrea Comas', 'Vídeo', 'Cadena Ser']",27-04-21,
989,El País,"Última hora de las elecciones en Madrid, en directo | El Gobierno y todos los partidos condenan la amenaza dirigida a Ayuso",0.0692866370081901,0.4211145639419555,0.5095988512039185,22,https://elpais.com/espana/elecciones-madrid/2021-04-27/ultima-hora-de-la-campana-electoral-del-4m-en-la-comunidad-de-madrid-en-directo.html,2021-04-27,"['El País', 'J. L. Recio', 'Europa Press']",28-04-21,
988,La Razón,La UE investiga una posible discriminación lingüística en Cataluña en cursos a parados,0.0094936052337288,0.953737199306488,0.0367692559957504,13,https://www.larazon.es/economia/20210427/v2lckm7eu5b7pkkohypktqxmaq.html,2021-04-27,"['Roberto L. Vargas', 'Última Actualización.']",27-04-21,
1047,El Español,Edmundo Bal propone una deducción en el IRPF del 10% para los seguros sanitarios privados,0.0144774839282035,0.6971578598022461,0.2883646488189697,15,https://www.elespanol.com/espana/madrid/20210427/edmundo-bal-propone-deduccion-irpf-sanitarios-privados/576942661_0.html,2021-04-27,['E. E.'],27-04-21,
1015,El País,"La encuesta en claves: la ventaja del PP, el auge de Más Madrid y la posibilidad de una sorpresa",0.0232206564396619,0.1195762827992439,0.8572030663490295,19,https://elpais.com/espana/elecciones-madrid/2021-04-27/la-encuesta-en-claves-la-ventaja-del-pp-el-auge-de-mas-madrid-y-la-posibilidad-de-una-sorpresa.html,2021-04-27,['Kiko Llaneras'],27-04-21,
1016,El País,"¡Es la salud, estúpido!",0.0740378946065902,0.5844679474830627,0.3414942026138305,4,https://elpais.com/espana/madrid/2021-04-27/es-la-salud-estupido.html,2021-04-27,"['José Ángel Satué', 'Samuel Sánchez']",27-04-21,
999,La Razón,"El Madrid de Mónica García: “En los ratos libres de la campaña, me da paz estar con mis chavales”",0.8134826421737671,0.0222955737262964,0.164221778512001,19,https://www.larazon.es/madrid/20210427/eypvci2qzzcvhad4hxqxi5rjry.html,2021-04-27,"['Pablo Gómez', 'Rocío Ruiz', 'Última Actualización.']",27-04-21,
1018,La Razón,Los Mossos investigan una carta con dos balas dirigida a Ayuso,0.0153677305206656,0.7432288527488708,0.2414034008979797,11,https://www.larazon.es/cataluna/20210427/57fbeamtnncllmbr3hzfskynvq.html,2021-04-27,"['David Fernández', 'Javier Gallego', 'Última Actualización.']",28-04-21,
1045,ABC,Elecciones Madrid La burbuja de las redes sociales en la batalla de Sol: más agitación que influencia y votos,0.0075382343493402,0.9676138162612916,0.0248479302972555,19,https://www.abc.es/espana/madrid/abci-elecciones-madrid-burbuja-redes-sociales-batalla-mas-agitacion-influencia-y-votos-202104280102_noticia.html,2021-04-27,[],28-04-21,
1017,ABC,"Ayuso, «absolutamente en contra de los cordones sanitarios»",0.0022360561415553,0.99394690990448,0.0038169668987393,8,https://www.abc.es/espana/madrid/abci-ayuso-absolutamente-contra-cordones-sanitarios-202104271321_noticia.html,2021-04-27,[],27-04-21,
1044,eldiario.es,"Interior pone escolta a Gabilondo, García, Monasterio y Bal y refuerza la de Ayuso e Iglesias",0.0491723641753196,0.1223325803875923,0.8284950256347656,16,https://www.eldiario.es/politica/interior-pone-escolta-gabilondo-garcia-monasterio-bal-refuerza-ayuso-e-iglesias_1_7873951.html,2021-04-27,"['Pedro Águeda', 'J. Hellín. Pool', 'Europa Press', 'Raúl Sánchez', 'Ana Ordaz', 'Victòria Oliveres', 'Canarias Ahora', 'Eldiario.Es', 'Carmen Moraga', 'Víctor Honorato']",27-04-21,
1043,La Razón,Así es el patrimonio de los candidatos del 4-M: del chalé de Iglesias a las tres motos de Bal,0.6841314435005188,0.0648485645651817,0.2510200440883636,19,https://www.larazon.es/espana/20210427/pdo2lfxwszdttgmqqcgknijhvu.html,2021-04-27,"['Susana Campo', 'Última Actualización.']",27-04-21,
1042,eldiario.es,Cs se retira in extremis del pacto fiscal con Vox en Andalucía tras una orden de Arrimadas para salvar la campaña madrileña,0.0073671289719641,0.9206193685531616,0.0720134526491165,22,https://www.eldiario.es/andalucia/cs-retira-in-extremis-pacto-fiscal-vox-andalucia-orden-arrimadas-salvar-campana-madrilena_1_7874058.html,2021-04-27,['Daniel Cela'],27-04-21,
1041,ABC,"Elecciones Madrid Ayuso reta al PSOE: «Si es verdad que no quieren que esté Vox, que me apoyen a mí»",0.0049201776273548,0.9713407158851624,0.0237392075359821,20,https://www.abc.es/espana/madrid/abci-elecciones-madrid-ayuso-reta-psoe-si-verdad-no-quieren-este-apoyen-202104271106_noticia.html,2021-04-27,[],27-04-21,
1040,La Razón,"Ayuso saca los colores al Gobierno: “Si no son capaces de gestionar un escáner, como para gestionar un país”",0.0039816587232053,0.8824177384376526,0.1136006414890289,19,https://www.larazon.es/madrid/20210427/vlubcmmdsbbfnfqvfchzdrw3si.html,2021-04-27,"['Pablo Gómez', 'Última Actualización.']",27-04-21,
1038,El Mundo,Libertad e igualdad: las guerras culturales que pasan por las aulas,0.004033082164824,0.98025643825531,0.0157105382531881,11,https://www.elmundo.es/espana/2021/04/27/60830c57fc6c8322528b45e1.html,2021-04-27,"['Ángel Navarrete', 'Olga R. Sanmartín']",27-04-21,
1037,El Mundo,"Mónica López carga contra Isabel Díaz Ayuso desde TVE: ""Sigo sin entender por qué los madrileños la siguen votando""",0.0052389218471944,0.9173692464828492,0.0773918256163597,19,https://www.elmundo.es/television/2021/04/27/608824ff21efa049708b4648.html,2021-04-27,['El Mundo'],27-04-21,
1036,El País,Falsedades y medias verdades en campaña | De la falsa ventaja de los inmigrantes ilegales a la existencia de la ultraderecha en España,0.002133572474122,0.9916608929634094,0.0062056370079517,23,https://elpais.com/espana/elecciones-madrid/2021-04-27/fact-check-de-la-falsa-ventaja-de-los-inmigrantes-ilegales-a-la-existencia-de-la-ultraderecha-en-espana.html,2021-04-27,"['José Manuel Abad Liñán', 'Patricia R. Blanco', 'Ignacio Povedano', 'Jesús Hellín', 'Jesus Hellin', 'Europa Press', 'Isabel Infantes', 'Europa Press J. Hellín. Pool', 'Fernando Villar', 'Javier Lopez']",27-04-21,
1035,El País,"Última hora de las elecciones en Madrid, en directo | Montero: “Rechazamos a quienes se quieren alimentar del odio para enfangar el debate público”",0.3492067158222198,0.1141556799411773,0.5366376638412476,24,https://elpais.com/espana/elecciones-madrid/2021-04-27/ultima-hora-de-la-campana-electoral-del-4m-en-la-comunidad-de-madrid-en-directo.html,2021-04-27,"['El País', 'Jesús Hellín', 'Europa Press']",27-04-21,
1034,ABC,Almeida acusa a la izquierda de «doble rasero» y de «legitimar el ataque» a Vox en Vallecas,0.0022761391010135,0.9838567972183228,0.0138670168817043,17,https://www.abc.es/espana/madrid/abci-almeida-acusa-izquierda-doble-rasero-y-legitimar-ataque-vallecas-202104271350_noticia.html,2021-04-27,[],27-04-21,
1033,eldiario.es,"Gabilondo responde a Ayuso que no apoyará su investidura: ""Ni usted ni Vox""",0.0031816749833524,0.9736919403076172,0.0231264270842075,13,https://www.eldiario.es/politica/gabilondo-responde-ayuso-no-apoyara-investidura-vox_1_7873778.html,2021-04-27,"['Irene Castro', 'Raúl Sánchez', 'Ana Ordaz', 'Victòria Oliveres', 'Canarias Ahora', 'Eldiario.Es', 'Carmen Moraga', 'Víctor Honorato', 'Fátima Caballero', 'Esther Palomera']",27-04-21,
1039,El Mundo,"Elecciones Madrid, últimas noticias | Interior pone escolta a Gabilondo, García, Monasterio y Bal y refuerza la de Ayuso e Iglesias",0.0541351810097694,0.061840534210205,0.8840242624282837,21,https://www.elmundo.es/elecciones/elecciones-madrid/2021/04/27/6087c26efc6c832f5e8b4637.html,2021-04-27,"['L. Piergiovanni', 'El Mundo']",27-04-21,
1031,La Razón,El PSOE agita las amenazas ante la presión de Podemos,0.0038596882950514,0.9725531935691832,0.0235870648175477,10,https://www.larazon.es/madrid/elecciones-comunidad-madrid/20210427/dxk4qbvtzne7nfuo2g6ahrcjyy.html,2021-04-27,"['Carmen Morodo', 'Última Actualización.']",27-04-21,
1020,ABC,"PP, Cs y Vox rechazan dedicar una calle al 14 de abril y homenajear la II República: «Busca agitar las elecciones»",0.0036391303874552,0.9795750975608826,0.0167857371270656,21,https://www.abc.es/espana/madrid/abci-pp-y-rechazan-dedicar-calle-14-abril-y-homenajear-republica-busca-agitar-elecciones-202104271322_noticia.html,2021-04-27,[],27-04-21,
1032,El País,De la política de bloques al cordón sanitario,0.0168320275843143,0.3557147085666656,0.6274533271789551,8,https://elpais.com/opinion/2021-04-27/de-la-politica-de-bloques-al-cordon-sanitario.html,2021-04-27,"['Lluís Orriols', 'Cadena Ser', 'Efe Cadena Ser']",27-04-21,
1021,La Razón,Félix López Rey: “Los decentes sufren en la política; los vividores y golfos se hacen un Cantó”,0.0025318472180515,0.9528639316558838,0.0446042343974113,17,https://www.larazon.es/madrid/20210427/nkowfcmzqjf2tgivcwmnqftuhi.html,2021-04-27,"['Pablo Gómez', 'Última Actualización.']",27-04-21,
1022,El País,Lo de Abascal en el palco del Rayo y el vídeo de la gente y el PP,0.0788202583789825,0.1148433536291122,0.8063363432884216,17,https://elpais.com/espana/elecciones-madrid/2021-04-27/lo-de-abascal-en-el-palco-del-rayo-y-el-video-de-la-gente-y-el-pp.html,2021-04-27,['Manuel Viejo'],27-04-21,
1023,ABC,"Abascal niega que a Vox le beneficie la violencia: «Beneficia a la izquierda, por eso la perpetra»",0.0283088348805904,0.4470176696777344,0.524673581123352,17,https://www.abc.es/espana/abci-abascal-niega-beneficie-violencia-beneficia-izquierda-perpetra-202104271447_video.html,2021-04-27,[],27-04-21,
1019,ABC,Bronca en Cibeles por la «hipocresía» del PSOE: piden condenar las amenazas a socialistas pero evitan apoyar a Vox,0.0015475783729925,0.992515742778778,0.0059367250651121,19,https://www.abc.es/espana/madrid/abci-bronca-cibeles-hipocresia-psoe-piden-condenar-amenazas-socialistas-pero-evitan-apoyar-202104271833_noticia.html,2021-04-27,[],28-04-21,
1025,ABC,En directo: Ayuso presenta su programa en materia de educación,0.2486587315797805,0.100159503519535,0.6511817574501038,10,https://www.abc.es/espana/madrid/abci-directo-ayuso-presenta-programa-materia-educacion-202104271134_video.html,2021-04-27,[],27-04-21,
1024,ABC,Elecciones Madrid La delegada del Gobierno en Madrid espera «que no haya incidentes» durante la jornada electoral del 4-M,0.027054501697421,0.3237776458263397,0.6491677761077881,19,https://www.abc.es/espana/madrid/abci-elecciones-madrid-delegada-gobierno-espera-no-haya-incidentes-durante-jornada-electoral-202104271307_noticia.html,2021-04-27,[],27-04-21,
1026,El Mundo,"Pablo Iglesias, un vecino poco popular: «Algunos clientes le increpan en el Supercor»",0.0020709731616079,0.9862542152404784,0.0116748167201876,13,https://www.elmundo.es/elecciones/elecciones-madrid/2021/04/27/6082f048fdddff88778b45ba.html,2021-04-27,"['Alberto Di Lolli', 'Ana Del Barrio']",27-04-21,
1027,El Español,El sueño madrileño,0.5486614108085632,0.0696377605199813,0.3817009031772613,3,https://www.elespanol.com/opinion/columnas/20210427/sueno-madrileno/576822319_13.html,2021-04-27,"['María Blanco', 'Ángel F. Fermoselle', 'Aurora Nacarino-Brabo', 'David Mejía']",27-04-21,
1028,El Mundo,Así vota la 'Generación Z': siguen la campaña por Instagram y preguntan por el toque de queda,0.0079102199524641,0.5347720980644226,0.4573177397251129,17,https://www.elmundo.es/elecciones/elecciones-madrid/2021/04/27/6086a1b4fc6c83fc178b459f.html,2021-04-27,"['Bernardo Díaz', 'Cristina Luis']",27-04-21,
